Unnamed: 0,ZipCode,OZONE_AQI,PM2.5_AQI,Year,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.7,3.1,4.6,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,COPD,CrdPrv,COPD
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.1,6.7,7.4,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.0,9.9,12.4,1146,POINT (-71.08203923 42.34746334),2199,HLTHSTAT,MHLTH,CrdPrv,Mental Health
161,2210,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.2,32.0,34.5,2090,POINT (-71.04764426 42.34739561),2210,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.3,1.2,1.4,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.7,10.8,12.8,2090,POINT (-71.04764426 42.34739561),2210,HLTHSTAT,MHLTH,CrdPrv,Mental Health
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.0,3.9,4.2,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.3,2.2,2.5,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,3.7,3.5,4.0,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,DIABETES,CrdPrv,Diabetes
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,14.8,14.3,15.4,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.6,2.2,2.9,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,COPD,CrdPrv,COPD
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.2,1.1,1.3,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,STROKE,CrdPrv,Stroke
162,2210,31.182336182336183,34.97486033519553,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.0,8.7,9.4,2090,POINT (-71.04764426 42.34739561),2210,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
166,2215,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,35.3,34.1,36.4,26125,POINT (-71.1030423 42.34771039),2215,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.4,2.2,2.6,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,COPD,CrdPrv,COPD
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,1.9,1.9,1.9,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,19.3,18.0,20.6,26125,POINT (-71.1030423 42.34771039),2215,HLTHSTAT,MHLTH,CrdPrv,Mental Health
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.8,11.4,12.3,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.1,1.1,1.2,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,1.7,1.6,1.7,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,2.6,2.5,2.7,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,DIABETES,CrdPrv,Diabetes
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,0.9,0.9,1.0,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,STROKE,CrdPrv,Stroke
167,2215,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,10.5,10.2,10.8,26125,POINT (-71.1030423 42.34771039),2215,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
