"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"840310790005","Grand Island DOT","Active","R7","40.918333","-98.378889","573.1","-6.0","US","NE","01/21/21","00:00","Nebraska Department of Environment and Energy","Grand Island","","","12.0","","0","0","1","0","","","3.0","UG/M3","","","","","","","",""
"481210034","Denton Airport South C56","Active","R6","33.1944","-97.1933","390.4","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","14.0","","24.0","","1","0","1","1","","","6.0","UG/M3","","","17.0","PPB","","","",""
"011217010","JPN Site 011217010","Active","","36.065681","139.521238","0.0","9.0","","AL","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"113490352005","Copper View","Active","R8","40.598056","-111.894167","0.0","-7.0","US","UT","01/21/21","00:00","Utah Department of Environmental Quality","Salt Lake City","13.0","","35.0","24.0","1","0","1","1","0.4","PPM","8.8","UG/M3","-1.0","PPB","12.0","PPB","26.0","PPB","",""
"261210039","MUSKEGON","Active","R5","43.2781","-86.3111","390.4","-5.0","US","MI","01/21/21","00:00","Michigan Department of Environment, Great Lakes, and Energy","Grand Rapids","","","","","0","0","0","0","","","","","","","","","","","",""
"027206030","JPN Site 027206030","Active","","34.507721","135.407762","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040101010","JPN Site 040101010","Active","","33.899097","130.93344","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"002203220","JPN Site 002203220","Active","","40.559957","141.448093","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"350431001","Bernalillo","Active","R6","35.2994","-106.5483","1525.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","24.0","","","","1","0","0","0","","","","","","","19.0","PPB","","","",""
"012481060","JPN Site 012481060","Active","","35.433258","140.019559","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"510410004","BEACH ROAD","Active","R3","37.358898","-77.593597","0.0","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Richmond","20.0","","","","1","0","0","0","","","","","","","18.0","PPB","","","",""
"230031011","Presque Isle Riverside","Active","R1","46.682299","-68.016195","0.0","-5.0","US","ME","01/21/21","00:00","Maine Dept. of Environmental Protection","Northern","","46.0","37.0","","0","1","1","0","","","11.0","UG/M3","","","","","","","52.0","UG/M3"
"350431003","Rio Rancho Senio","Inactive","R6","35.238098","-106.649399","1644.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","","","","","1","0","0","0","","","","","","","","","","","",""
"000040901","ST ANDREWS","Active","CA","45.0892","-67.0786","0.0","-4.0","CA","CC","01/21/21","00:00","Environment Canada","","30.0","","8.0","","1","0","1","0","","","2.0","UG/M3","","","33.0","PPB","","","",""
"011205040","JPN Site 011205040","Active","","35.925697","139.569296","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028201020","JPN Site 028201020","Active","","34.805175","134.628646","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"300810007","Hamilton PS 46","Active","R8","46.243621","-114.158889","0.0","-7.0","US","MT","01/21/21","00:00","Montana DEQ","Hamilton","","","1.0","","0","0","1","0","","","0.2","UG/M3","","","","","","","",""
"027218010","JPN Site 027218010","Active","","34.711869","135.623568","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"160210002","Boundary County","Active","R10","48.705551","-116.368965","0.0","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Kootenai Tribe","","","","","0","0","1","0","","","","","","","","","","","",""
"171170002","NILWOOD","Active","R5","39.3961","-89.8094","0.0","-6.0","US","IL","01/21/21","00:00","Illinois EPA","","","","","","1","0","0","0","","","","","","","","","","","",""
"840560210003","Laramie County Mobile","Inactive","R8","41.08536","-104.52277","1741.9","-7.0","US","WY","01/21/21","00:00","Wyoming Department of Environmental Quality","Eastern Laramie County","","","","","1","1","1","1","","","","","","","","","","","",""
"040101020","JPN Site 040101020","Active","","33.871878","130.976493","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011204520","JPN Site 011204520","Active","","35.840152","139.626795","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"481131505","N/A","Active","R6","32.879107","-96.913552","0.0","0.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"051191008","ADEQ-DSR","Active","R6","34.6811","-92.3283","0.0","-6.0","US","AR","01/21/21","00:00","Arkansas Department of Environmental Quality","Little Rock-North Little Rock","","","34.0","","0","0","1","0","","","5.9","UG/M3","","","","","","","",""
"060658001","Riverside - Rubidoux","Active","R9","33.999449","-117.415831","78.7","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","Metro Riverside CO|Riverside Co. Metro|Norco/Corona","30.0","32.0","4.0","4.0","1","1","1","1","0.1","PPM","1.0","UG/M3","0.0","PPB","32.0","PPB","5.0","PPB","32.0","UG/M3"
"051191002","NLRAP","Active","R6","34.8306","-92.2594","0.0","-6.0","US","AR","01/21/21","00:00","Arkansas Department of Environmental Quality","Little Rock-North Little Rock","18.0","","","","1","0","0","0","","","","","","","17.0","PPB","","","",""
"060658005","Mira Loma - Van Buren","Active","R9","33.996387","-117.4925","230.9","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","Metro Riverside CO|Norco/Corona","31.0","33.0","33.0","2.0","1","1","1","1","0.06","PPM","8.1","UG/M3","","","35.0","PPB","2.0","PPB","31.3","UG/M3"
"035208010","JPN Site 035208010","Active","","34.172978","132.213598","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","6.0","PPB","","","","","",""
"014110510","JPN Site 014110510","Active","","35.401864","139.524601","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"481131500","Lancaster Cedardale C1500","Active","R6","32.630011","-96.800599","195.2","0.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"012203080","JPN Site 012203080","Active","","35.750167","139.953994","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"023201030","JPN Site 023201030","Active","","34.71551","137.343981","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"060773005","TracyAP","Active","R9","37.6825","-121.4406","0.0","-8.0","US","CA","01/21/21","00:00","San Joaquin Valley Unified APCD","","30.0","28.0","","3.0","1","1","1","1","","","","","","","30.0","PPB","4.0","PPB","34.3","UG/M3"
"041209010","JPN Site 041209010","Active","","33.104165","129.982166","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"009205510","JPN Site 009205510","Active","","36.568132","139.755917","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"410292129","Medford Welch & Jackson","Active","R10","42.33155","-122.880266","0.0","-8.0","US","OR","01/21/21","00:00","Oregon Dept. of Environmental Quality","Medford","","","27.0","","0","0","1","0","","","7.3","UG/M3","","","","","","","",""
"002203240","JPN Site 002203240","Active","","40.515795","141.477537","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","7.0","PPB","","","","","",""
"150011012","Kona","Active","R9","19.5097","-155.9133","517.3","-10.0","US","HI","01/21/21","00:00","Hawaii State Dept. of Health","Kona","","","23.0","","0","0","1","0","","","6.0","UG/M3","2.0","PPB","","","","","",""
"000092901","Edson","Active","CA","53.5936","-116.3928","0.0","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","34.0","","","1.0","1","0","0","1","","","","","","","39.0","PPB","1.0","PPB","",""
"009402010","JPN Site 009402010","Active","","36.657018","140.150047","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"018361010","JPN Site 018361010","Active","","36.190887","136.142901","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"000102001","Saturna","Active","CA","48.7833","-123.1333","191.8","-8.0","CA","CC","01/21/21","00:00","Canadian Air and Precipitation Monitoring Network","","14.0","","","","1","0","0","0","","","","","","","13.0","PPB","","","",""
"840530230001","Pomeroy-Pataha St","Active","R10","46.474438","-117.614764","0.0","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","","","","8.0","","0","0","1","0","","","2.0","UG/M3","","","","","","","",""
"840080290007","Paonia","Active","R8","38.8763","-107.6022","0.0","-7.0","US","CO","01/21/21","00:00","Bureau of Land Management - Colorado","","","17.0","8.0","4.0","1","1","1","1","","","2.2","UG/M3","","","28.0","PPB","4.0","PPB","27.0","UG/M3"
"011204530","JPN Site 011204530","Active","","35.834042","139.655404","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"80039CE01","Obispado","Active","MX","25.67555","-100.33833","169.6","-6.0","MX","MX","01/21/21","00:00","Sistema Integral de Monitoreo Ambiental","Monterrey","","","","","1","1","1","0","","","","","","","","","","","",""
"060470003","Merced - S. Coffee Ave","Active","R9","37.2817","-120.433601","0.0","-8.0","US","CA","01/21/21","00:00","San Joaquin Valley Unified APCD","Merced","25.0","","19.0","6.0","1","0","1","1","","","4.0","UG/M3","","","32.0","PPB","6.0","PPB","",""
"040137003","StJohns","Active","R9","33.29015","-112.159874","323.0","-7.0","US","AZ","01/21/21","00:00","Gila River Indian Community DEQ Air Quality Program","Gila River Indian Community","","18.0","","","1","1","0","0","","","","","","","","","","","15.1","UG/M3"
"045203090","JPN Site 045203090","Active","","32.55092","131.674273","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","4.0","PPB","","","","","",""
"014204010","JPN Site 014204010","Active","","35.319373","139.546825","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"011344010","JPN Site 011344010","Active","","36.005404","139.190712","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.2","PPM","","","0.0","PPB","","","","","",""
"000053301","Deschambault","Active","CA","46.6822","-71.9678","53.4","-5.0","CA","CC","01/21/21","00:00","Canada-Quebec1","","31.0","","","","1","0","0","0","","","","","","","34.0","PPB","","","",""
"840CK2010001","Eastern Band of Cherokee: Old Cherokee High","Active","CA","35.498711","-83.310242","0.0","-5.0","CA","N/A","01/21/21","00:00","Eastern Band of Cherokee Indians","","26.0","","19.0","","1","0","1","0","","","5.1","UG/M3","","","24.0","PPB","","","",""
"471550101","Cove Mountain - GSMNP","Active","USEPA","35.6967","-83.6089","793.3","-5.0","US","TN","01/21/21","00:00","National Park Service","Knoxville|Great Smoky Mtns. Natl. Park - TN","38.0","","","","1","0","0","0","","","","","","","42.0","PPB","","","",""
"471550102","Clingmans Dome - GSMNP","Active","USEPA","35.562801","-83.4981","1243.5","-5.0","US","TN","01/21/21","00:00","National Park Service","Great Smoky Mtns. Natl. Park - TN","","","","","1","0","0","0","","","","","","","","","","","",""
"80039NE01","San Nicolas","Active","MX","25.745","-100.25472","152.5","-6.0","MX","MX","01/21/21","00:00","Sistema Integral de Monitoreo Ambiental","Monterrey","","","","","1","1","1","0","","","","","","","","","","","",""
"012481040","JPN Site 012481040","Active","","35.456311","140.029835","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","10.0","PPB","","","","","",""
"001226010","JPN Site 001226010","Active","","43.512149","141.914863","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"180130001","Helmsburg","Active","R5","39.263914","-86.292261","201.0","-5.0","US","IN","01/21/21","00:00","Indiana Dept. of Environmental Management","","24.0","","","","1","0","0","0","","","","","","","23.0","PPB","","","",""
"482331073","Borger FM 1559","Active","R6","35.676128","-101.43967","945.8","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"040202510","JPN Site 040202510","Active","","33.030014","130.44102","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.6","PPM","","","","","","","","","",""
"281551001","Natchez Trace Parkway - Dancy Rgr Sta.","Inactive","USEPA","33.6636","-89.0622","93.9","-6.0","US","MS","01/21/21","00:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"220470012","Carville","Active","R6","30.1975","-91.1283","0.0","-6.0","US","LA","01/21/21","00:00","Louisiana Department of Environmental Quality","Baton Rouge Area","45.0","","","","1","0","0","0","","","","","","","44.0","PPB","","","",""
"001202080","JPN Site 001202080","Active","","41.821476","140.743371","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"480850005","Frisco C31","Active","R6","33.1325","-96.7861","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","9.0","","","","1","0","0","0","","","","","","","13.0","PPB","","","",""
"009201120","JPN Site 009201120","Active","","36.560079","139.881185","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
